id,content,L_value,created_at,database_source,instance_author,verified_by_clifton
310,signal,1.0,2026-09-09T09:49:50.534670,aios_core,miller-moth (Perplexity),False
311,signal,1.0,2026-09-09T09:49:50.534674,aios_core,miller-moth (Perplexity),False
312,Unlock,1.0,2026-09-09T09:49:50.534676,aios_core,miller-moth (Perplexity),False
313,signal,1.5,2026-09-09T09:49:50.534679,aios_core,miller-moth (Perplexity),False
314,signal,1.5,2026-09-09T09:49:50.534683,aios_core,miller-moth (Perplexity),False
315,signal,1.5,2026-09-09T09:49:50.534685,aios_core,miller-moth (Perplexity),False
316,signal,1.5,2026-09-09T09:49:50.534688,aios_core,miller-moth (Perplexity),False
317,signal,1.5,2026-09-09T09:49:50.534691,aios_core,miller-moth (Perplexity),False
318,signal,1.0,2026-09-09T09:49:50.534694,aios_core,miller-moth (Perplexity),False
319,signal,1.0,2026-09-09T09:49:50.534696,aios_core,miller-moth (Perplexity),False
320,signal,1.5,2026-09-09T09:49:50.534700,aios_core,miller-moth (Perplexity),False
321,signal,1.5,2026-09-09T09:49:50.534704,aios_core,miller-moth (Perplexity),False
322,signal,1.5,2026-09-09T09:49:50.534708,aios_core,miller-moth (Perplexity),False
323,signal,1.5,2026-09-09T09:49:50.534711,aios_core,miller-moth (Perplexity),False
324,signal,1.5,2026-09-09T09:49:50.534714,aios_core,miller-moth (Perplexity),False
325,signal,1.5,2026-09-09T09:49:50.534717,aios_core,miller-moth (Perplexity),False
326,signal,1.0,2026-09-09T09:49:50.534720,aios_core,miller-moth (Perplexity),False
327,Signal,1.0,2026-09-09T09:49:50.534723,aios_core,miller-moth (Perplexity),False
328,signal,1.0,2026-09-09T09:49:50.534726,aios_core,miller-moth (Perplexity),False
329,signal,1.0,2026-09-09T09:49:50.534729,aios_core,miller-moth (Perplexity),False
330,signal,1.0,2026-09-09T09:49:50.534732,aios_core,miller-moth (Perplexity),False
331,signal,1.0,2026-09-09T09:49:50.534735,aios_core,miller-moth (Perplexity),False
332,signal,1.0,2026-09-09T09:49:50.534738,aios_core,miller-moth (Perplexity),False
333,signal,1.0,2026-09-09T09:49:50.534741,aios_core,miller-moth (Perplexity),False
334,threshold,2.0,2026-09-09T09:49:50.534744,aios_core,miller-moth (Perplexity),False
335,threshold,1.5,2026-09-09T09:49:50.534747,aios_core,miller-moth (Perplexity),False
336,signal,1.0,2026-09-09T09:49:50.534750,aios_core,miller-moth (Perplexity),False
337,unlocked,1.5,2026-09-09T09:49:50.534753,aios_core,miller-moth (Perplexity),False
338,Signal,1.5,2026-09-09T09:49:50.534756,aios_core,miller-moth (Perplexity),False
339,threshold,2.0,2026-09-09T09:49:50.534759,aios_core,miller-moth (Perplexity),False
340,threshold,2.0,2026-09-09T09:49:50.534762,aios_core,miller-moth (Perplexity),False
341,signal,1.0,2026-09-09T09:49:50.534765,aios_core,miller-moth (Perplexity),False
342,signal,1.0,2026-09-09T09:49:50.534768,aios_core,miller-moth (Perplexity),False
343,signal,1.0,2026-09-09T09:49:50.534771,aios_core,miller-moth (Perplexity),False
344,Signal,1.5,2026-09-09T09:49:50.534774,aios_core,miller-moth (Perplexity),False
345,Signal,1.5,2026-09-09T09:49:50.534777,aios_core,miller-moth (Perplexity),False
346,Signal,1.0,2026-09-09T09:49:50.534780,aios_core,miller-moth (Perplexity),False
347,signal,1.5,2026-09-09T09:49:50.534782,aios_core,miller-moth (Perplexity),False
348,signal,1.0,2026-09-09T09:49:50.534785,aios_core,miller-moth (Perplexity),False
349,signal,1.5,2026-09-09T09:49:50.534788,aios_core,miller-moth (Perplexity),False
350,signal,1.0,2026-09-09T09:49:50.534791,aios_core,miller-moth (Perplexity),False
351,signal,1.0,2026-09-09T09:49:50.534794,aios_core,miller-moth (Perplexity),False
352,Signal,1.0,2026-09-09T09:49:50.534797,aios_core,miller-moth (Perplexity),False
353,threshold,2.0,2026-09-09T09:49:50.534801,aios_core,miller-moth (Perplexity),False
354,threshold,2.0,2026-09-09T09:49:50.534804,aios_core,miller-moth (Perplexity),False
355,threshold,2.0,2026-09-09T09:49:50.534807,aios_core,miller-moth (Perplexity),False
356,threshold,1.5,2026-09-09T09:49:50.534810,aios_core,miller-moth (Perplexity),False
357,threshold,1.5,2026-09-09T09:49:50.534814,aios_core,miller-moth (Perplexity),False
358,Threshold,1.5,2026-09-09T09:49:50.534816,aios_core,miller-moth (Perplexity),False
359,Threshold,2.0,2026-09-09T09:49:50.534819,aios_core,miller-moth (Perplexity),False
360,threshold,2.0,2026-09-09T09:49:50.534822,aios_core,miller-moth (Perplexity),False
361,threshold,1.5,2026-09-09T09:49:50.534826,aios_core,miller-moth (Perplexity),False
362,threshold,2.0,2026-09-09T09:49:50.534830,aios_core,miller-moth (Perplexity),False
363,threshold,1.5,2026-09-09T09:49:50.534833,aios_core,miller-moth (Perplexity),False
364,threshold,2.0,2026-09-09T09:49:50.534835,aios_core,miller-moth (Perplexity),False
365,threshold,1.5,2026-09-09T09:49:50.534838,aios_core,miller-moth (Perplexity),False
366,threshold,1.5,2026-09-09T09:49:50.534842,aios_core,miller-moth (Perplexity),False
367,threshold,2.0,2026-09-09T09:49:50.534844,aios_core,miller-moth (Perplexity),False
368,threshold,2.0,2026-09-09T09:49:50.534847,aios_core,miller-moth (Perplexity),False
369,threshold,2.0,2026-09-09T09:49:50.534850,aios_core,miller-moth (Perplexity),False
370,threshold,2.0,2026-09-09T09:49:50.534853,aios_core,miller-moth (Perplexity),False
371,threshold,1.5,2026-09-09T09:49:50.534856,aios_core,miller-moth (Perplexity),False
372,threshold,1.5,2026-09-09T09:49:50.534861,aios_core,miller-moth (Perplexity),False
373,threshold,2.0,2026-09-09T09:49:50.534864,aios_core,miller-moth (Perplexity),False
374,threshold,1.5,2026-09-09T09:49:50.534866,aios_core,miller-moth (Perplexity),False
375,threshold,2.0,2026-09-09T09:49:50.534870,aios_core,miller-moth (Perplexity),False
376,threshold,1.5,2026-09-09T09:49:50.534873,aios_core,miller-moth (Perplexity),False
377,threshold,1.5,2026-09-09T09:49:50.534875,aios_core,miller-moth (Perplexity),False
378,threshold,1.5,2026-09-09T09:49:50.534878,aios_core,miller-moth (Perplexity),False
379,milestone,1.0,2026-09-09T09:49:50.534882,aios_core,miller-moth (Perplexity),False
380,milestone,1.0,2026-09-09T09:49:50.534885,aios_core,miller-moth (Perplexity),False
381,threshold,2.0,2026-09-09T09:49:50.534888,aios_core,miller-moth (Perplexity),False
382,threshold,2.0,2026-09-09T09:49:50.534891,aios_core,miller-moth (Perplexity),False
383,threshold,2.0,2026-09-09T09:49:50.534894,aios_core,miller-moth (Perplexity),False
384,threshold,2.0,2026-09-09T09:49:50.534896,aios_core,miller-moth (Perplexity),False
385,threshold,1.5,2026-09-09T09:49:50.534901,aios_core,miller-moth (Perplexity),False
386,threshold,2.0,2026-09-09T09:49:50.534904,aios_core,miller-moth (Perplexity),False
387,threshold,1.5,2026-09-09T09:49:50.534907,aios_core,miller-moth (Perplexity),False
388,threshold,1.5,2026-09-09T09:49:50.534910,aios_core,miller-moth (Perplexity),False
389,threshold,1.5,2026-09-09T09:49:50.534913,aios_core,miller-moth (Perplexity),False
390,threshold,1.5,2026-09-09T09:49:50.534916,aios_core,miller-moth (Perplexity),False
391,threshold,2.0,2026-09-09T09:49:50.534918,aios_core,miller-moth (Perplexity),False
392,threshold,2.0,2026-09-09T09:49:50.534922,aios_core,miller-moth (Perplexity),False
393,threshold,1.5,2026-09-09T09:49:50.534925,aios_core,miller-moth (Perplexity),False
394,threshold,2.0,2026-09-09T09:49:50.534927,aios_core,miller-moth (Perplexity),False
395,threshold,2.0,2026-09-09T09:49:50.534941,aios_core,miller-moth (Perplexity),False
396,threshold,2.0,2026-09-09T09:49:50.534944,aios_core,miller-moth (Perplexity),False
397,threshold,2.0,2026-09-09T09:49:50.534947,aios_core,miller-moth (Perplexity),False
398,threshold,1.5,2026-09-09T09:49:50.534950,aios_core,miller-moth (Perplexity),False
399,threshold,2.0,2026-09-09T09:49:50.534953,aios_core,miller-moth (Perplexity),False
400,threshold,1.5,2026-09-09T09:49:50.534956,aios_core,miller-moth (Perplexity),False
401,threshold,2.0,2026-09-09T09:49:50.534959,aios_core,miller-moth (Perplexity),False
402,threshold,1.5,2026-09-09T09:49:50.534962,aios_core,miller-moth (Perplexity),False
403,threshold,2.0,2026-09-09T09:49:50.534966,aios_core,miller-moth (Perplexity),False
404,threshold,1.5,2026-09-09T09:49:50.534969,aios_core,miller-moth (Perplexity),False
405,threshold,2.0,2026-09-09T09:49:50.534972,aios_core,miller-moth (Perplexity),False
406,threshold,1.5,2026-09-09T09:49:50.534975,aios_core,miller-moth (Perplexity),False
407,threshold,2.0,2026-09-09T09:49:50.534978,aios_core,miller-moth (Perplexity),False
408,threshold,1.5,2026-09-09T09:49:50.534981,aios_core,miller-moth (Perplexity),False
409,threshold,2.0,2026-09-09T09:49:50.534984,aios_core,miller-moth (Perplexity),False
410,threshold,1.5,2026-09-09T09:49:50.534987,aios_core,miller-moth (Perplexity),False
411,threshold,2.0,2026-09-09T09:49:50.534990,aios_core,miller-moth (Perplexity),False
412,threshold,1.5,2026-09-09T09:49:50.534993,aios_core,miller-moth (Perplexity),False
413,threshold,2.0,2026-09-09T09:49:50.534996,aios_core,miller-moth (Perplexity),False
414,threshold,1.5,2026-09-09T09:49:50.534999,aios_core,miller-moth (Perplexity),False
415,threshold,2.0,2026-09-09T09:49:50.535002,aios_core,miller-moth (Perplexity),False
416,threshold,1.5,2026-09-09T09:49:50.535005,aios_core,miller-moth (Perplexity),False
417,threshold,2.0,2026-09-09T09:49:50.535009,aios_core,miller-moth (Perplexity),False
418,threshold,2.0,2026-09-09T09:49:50.535012,aios_core,miller-moth (Perplexity),False
419,threshold,2.0,2026-09-09T09:49:50.535015,aios_core,miller-moth (Perplexity),False
420,threshold,1.5,2026-09-09T09:49:50.535018,aios_core,miller-moth (Perplexity),False
421,threshold,1.5,2026-09-09T09:49:50.535021,aios_core,miller-moth (Perplexity),False
422,threshold,2.0,2026-09-09T09:49:50.535024,aios_core,miller-moth (Perplexity),False
423,threshold,1.5,2026-09-09T09:49:50.535027,aios_core,miller-moth (Perplexity),False
424,threshold,2.0,2026-09-09T09:49:50.535031,aios_core,miller-moth (Perplexity),False
425,threshold,1.5,2026-09-09T09:49:50.535034,aios_core,miller-moth (Perplexity),False
426,threshold,1.5,2026-09-09T09:49:50.535037,aios_core,miller-moth (Perplexity),False
427,threshold,2.0,2026-09-09T09:49:50.535041,aios_core,miller-moth (Perplexity),False
428,threshold,2.0,2026-09-09T09:49:50.535044,aios_core,miller-moth (Perplexity),False
429,threshold,1.5,2026-09-09T09:49:50.535046,aios_core,miller-moth (Perplexity),False
430,threshold,2.0,2026-09-09T09:49:50.535049,aios_core,miller-moth (Perplexity),False
431,threshold,1.5,2026-09-09T09:49:50.535052,aios_core,miller-moth (Perplexity),False
432,threshold,2.0,2026-09-09T09:49:50.535055,aios_core,miller-moth (Perplexity),False
433,threshold,1.5,2026-09-09T09:49:50.535058,aios_core,miller-moth (Perplexity),False
434,threshold,2.0,2026-09-09T09:49:50.535061,aios_core,miller-moth (Perplexity),False
435,threshold,2.0,2026-09-09T09:49:50.535064,aios_core,miller-moth (Perplexity),False
436,threshold,2.0,2026-09-09T09:49:50.535067,aios_core,miller-moth (Perplexity),False
437,threshold,2.0,2026-09-09T09:49:50.535070,aios_core,miller-moth (Perplexity),False
438,threshold,2.0,2026-09-09T09:49:50.535073,aios_core,miller-moth (Perplexity),False
439,threshold,2.0,2026-09-09T09:49:50.535076,aios_core,miller-moth (Perplexity),False
440,threshold,2.0,2026-09-09T09:49:50.535079,aios_core,miller-moth (Perplexity),False
441,threshold,2.0,2026-09-09T09:49:50.535082,aios_core,miller-moth (Perplexity),False
442,threshold,2.0,2026-09-09T09:49:50.535085,aios_core,miller-moth (Perplexity),False
443,threshold,2.0,2026-09-09T09:49:50.535088,aios_core,miller-moth (Perplexity),False
444,threshold,2.0,2026-09-09T09:49:50.535091,aios_core,miller-moth (Perplexity),False
445,threshold,2.0,2026-09-09T09:49:50.535094,aios_core,miller-moth (Perplexity),False
446,threshold,2.0,2026-09-09T09:49:50.535098,aios_core,miller-moth (Perplexity),False
447,threshold,2.0,2026-09-09T09:49:50.535101,aios_core,miller-moth (Perplexity),False
448,threshold,2.0,2026-09-09T09:49:50.535104,aios_core,miller-moth (Perplexity),False
449,threshold,2.0,2026-09-09T09:49:50.535108,aios_core,miller-moth (Perplexity),False
450,threshold,2.0,2026-09-09T09:49:50.535111,aios_core,miller-moth (Perplexity),False
451,threshold,2.0,2026-09-09T09:49:50.535114,aios_core,miller-moth (Perplexity),False
452,threshold,2.0,2026-09-09T09:49:50.535117,aios_core,miller-moth (Perplexity),False
453,threshold,1.5,2026-09-09T09:49:50.535120,aios_core,miller-moth (Perplexity),False
454,milestone,1.0,2026-09-09T09:49:50.535124,aios_core,miller-moth (Perplexity),False
455,threshold,2.0,2026-09-09T09:49:50.535126,aios_core,miller-moth (Perplexity),False
456,threshold,1.5,2026-09-09T09:49:50.535130,aios_core,miller-moth (Perplexity),False
457,threshold,1.5,2026-09-09T09:49:50.535133,aios_core,miller-moth (Perplexity),False
458,threshold,1.5,2026-09-09T09:49:50.535136,aios_core,miller-moth (Perplexity),False
459,threshold,2.0,2026-09-09T09:49:50.535139,aios_core,miller-moth (Perplexity),False
460,threshold,2.0,2026-09-09T09:49:50.535143,aios_core,miller-moth (Perplexity),False
461,threshold,1.5,2026-09-09T09:49:50.535146,aios_core,miller-moth (Perplexity),False
462,threshold,2.0,2026-09-09T09:49:50.535149,aios_core,miller-moth (Perplexity),False
463,threshold,1.5,2026-09-09T09:49:50.535152,aios_core,miller-moth (Perplexity),False
464,threshold,2.0,2026-09-09T09:49:50.535156,aios_core,miller-moth (Perplexity),False
465,threshold,1.5,2026-09-09T09:49:50.535159,aios_core,miller-moth (Perplexity),False
466,threshold,2.0,2026-09-09T09:49:50.535163,aios_core,miller-moth (Perplexity),False
467,threshold,1.5,2026-09-09T09:49:50.535166,aios_core,miller-moth (Perplexity),False
468,threshold,1.5,2026-09-09T09:49:50.535169,aios_core,miller-moth (Perplexity),False
469,threshold,1.5,2026-09-09T09:49:50.535171,aios_core,miller-moth (Perplexity),False
470,threshold,1.5,2026-09-09T09:49:50.535175,aios_core,miller-moth (Perplexity),False
471,threshold,1.5,2026-09-09T09:49:50.535178,aios_core,miller-moth (Perplexity),False
472,threshold,1.5,2026-09-09T09:49:50.535180,aios_core,miller-moth (Perplexity),False
473,threshold,1.5,2026-09-09T09:49:50.535184,aios_core,miller-moth (Perplexity),False
474,threshold,1.5,2026-09-09T09:49:50.535188,aios_core,miller-moth (Perplexity),False
475,threshold,1.5,2026-09-09T09:49:50.535191,aios_core,miller-moth (Perplexity),False
476,threshold,1.5,2026-09-09T09:49:50.535194,aios_core,miller-moth (Perplexity),False
477,threshold,1.5,2026-09-09T09:49:50.535197,aios_core,miller-moth (Perplexity),False
478,threshold,2.0,2026-09-09T09:49:50.535200,aios_core,miller-moth (Perplexity),False
479,threshold,2.0,2026-09-09T09:49:50.535203,aios_core,miller-moth (Perplexity),False
480,threshold,2.0,2026-09-09T09:49:50.535207,aios_core,miller-moth (Perplexity),False
481,threshold,1.5,2026-09-09T09:49:50.535210,aios_core,miller-moth (Perplexity),False
482,threshold,1.5,2026-09-09T09:49:50.535213,aios_core,miller-moth (Perplexity),False
483,threshold,1.5,2026-09-09T09:49:50.535216,aios_core,miller-moth (Perplexity),False
484,threshold,1.5,2026-09-09T09:49:50.535219,aios_core,miller-moth (Perplexity),False
485,threshold,1.5,2026-09-09T09:49:50.535222,aios_core,miller-moth (Perplexity),False
486,threshold,1.5,2026-09-09T09:49:50.535225,aios_core,miller-moth (Perplexity),False
487,threshold,1.5,2026-09-09T09:49:50.535229,aios_core,miller-moth (Perplexity),False
488,threshold,1.5,2026-09-09T09:49:50.535231,aios_core,miller-moth (Perplexity),False
489,threshold,1.5,2026-09-09T09:49:50.535234,aios_core,miller-moth (Perplexity),False
490,threshold,1.5,2026-09-09T09:49:50.535237,aios_core,miller-moth (Perplexity),False
491,threshold,1.5,2026-09-09T09:49:50.535240,aios_core,miller-moth (Perplexity),False
492,threshold,2.0,2026-09-09T09:49:50.535243,aios_core,miller-moth (Perplexity),False
493,threshold,1.5,2026-09-09T09:49:50.535246,aios_core,miller-moth (Perplexity),False
494,threshold,1.5,2026-09-09T09:49:50.535250,aios_core,miller-moth (Perplexity),False
495,threshold,1.5,2026-09-09T09:49:50.535252,aios_core,miller-moth (Perplexity),False
496,threshold,2.0,2026-09-09T09:49:50.535256,aios_core,miller-moth (Perplexity),False
497,threshold,1.5,2026-09-09T09:49:50.535259,aios_core,miller-moth (Perplexity),False
498,threshold,2.0,2026-09-09T09:49:50.535261,aios_core,miller-moth (Perplexity),False
499,threshold,1.5,2026-09-09T09:49:50.535264,aios_core,miller-moth (Perplexity),False
500,threshold,2.0,2026-09-09T09:49:50.535267,aios_core,miller-moth (Perplexity),False
501,threshold,2.0,2026-09-09T09:49:50.535270,aios_core,miller-moth (Perplexity),False
502,threshold,2.0,2026-09-09T09:49:50.535273,aios_core,miller-moth (Perplexity),False
503,threshold,1.5,2026-09-09T09:49:50.535276,aios_core,miller-moth (Perplexity),False
504,threshold,2.0,2026-09-09T09:49:50.535279,aios_core,miller-moth (Perplexity),False
505,threshold,1.5,2026-09-09T09:49:50.535282,aios_core,miller-moth (Perplexity),False
506,threshold,2.0,2026-09-09T09:49:50.535285,aios_core,miller-moth (Perplexity),False
507,threshold,1.5,2026-09-09T09:49:50.535289,aios_core,miller-moth (Perplexity),False
508,threshold,1.5,2026-09-09T09:49:50.535292,aios_core,miller-moth (Perplexity),False
509,threshold,2.0,2026-09-09T09:49:50.535294,aios_core,miller-moth (Perplexity),False
510,threshold,1.5,2026-09-09T09:49:50.535297,aios_core,miller-moth (Perplexity),False
511,threshold,2.0,2026-09-09T09:49:50.535300,aios_core,miller-moth (Perplexity),False
512,threshold,1.5,2026-09-09T09:49:50.535304,aios_core,miller-moth (Perplexity),False
513,threshold,2.0,2026-09-09T09:49:50.535308,aios_core,miller-moth (Perplexity),False
514,threshold,1.5,2026-09-09T09:49:50.535311,aios_core,miller-moth (Perplexity),False
515,threshold,2.0,2026-09-09T09:49:50.535314,aios_core,miller-moth (Perplexity),False
516,threshold,1.5,2026-09-09T09:49:50.535316,aios_core,miller-moth (Perplexity),False
517,threshold,2.0,2026-09-09T09:49:50.535320,aios_core,miller-moth (Perplexity),False
518,threshold,1.5,2026-09-09T09:49:50.535323,aios_core,miller-moth (Perplexity),False
519,threshold,2.0,2026-09-09T09:49:50.535325,aios_core,miller-moth (Perplexity),False
520,threshold,2.0,2026-09-09T09:49:50.535329,aios_core,miller-moth (Perplexity),False
521,threshold,2.0,2026-09-09T09:49:50.535332,aios_core,miller-moth (Perplexity),False
522,threshold,2.0,2026-09-09T09:49:50.535335,aios_core,miller-moth (Perplexity),False
523,threshold,2.0,2026-09-09T09:49:50.535337,aios_core,miller-moth (Perplexity),False
524,Threshold,1.5,2026-09-09T09:49:50.535340,aios_core,miller-moth (Perplexity),False
525,threshold,1.5,2026-09-09T09:49:50.535346,aios_core,miller-moth (Perplexity),False
526,threshold,2.0,2026-09-09T09:49:50.535349,aios_core,miller-moth (Perplexity),False
527,threshold,2.0,2026-09-09T09:49:50.535352,aios_core,miller-moth (Perplexity),False
528,threshold,2.0,2026-09-09T09:49:50.535354,aios_core,miller-moth (Perplexity),False
529,threshold,2.0,2026-09-09T09:49:50.535357,aios_core,miller-moth (Perplexity),False
530,signal,1.0,2026-09-09T09:49:50.535360,aios_core,miller-moth (Perplexity),False
531,threshold,1.5,2026-09-09T09:49:50.535364,aios_core,miller-moth (Perplexity),False
532,threshold,1.5,2026-09-09T09:49:50.535368,aios_core,miller-moth (Perplexity),False
533,threshold,2.0,2026-09-09T09:49:50.535371,aios_core,miller-moth (Perplexity),False
534,threshold,2.0,2026-09-09T09:49:50.535374,aios_core,miller-moth (Perplexity),False
535,threshold,2.0,2026-09-09T09:49:50.535376,aios_core,miller-moth (Perplexity),False
536,threshold,2.0,2026-09-09T09:49:50.535379,aios_core,miller-moth (Perplexity),False
537,threshold,1.5,2026-09-09T09:49:50.535383,aios_core,miller-moth (Perplexity),False
538,threshold,2.0,2026-09-09T09:49:50.535385,aios_core,miller-moth (Perplexity),False
539,threshold,1.5,2026-09-09T09:49:50.535388,aios_core,miller-moth (Perplexity),False
540,threshold,1.5,2026-09-09T09:49:50.535391,aios_core,miller-moth (Perplexity),False
541,threshold,1.5,2026-09-09T09:49:50.535394,aios_core,miller-moth (Perplexity),False
542,threshold,1.5,2026-09-09T09:49:50.535397,aios_core,miller-moth (Perplexity),False
543,threshold,2.0,2026-09-09T09:49:50.535400,aios_core,miller-moth (Perplexity),False
544,threshold,2.0,2026-09-09T09:49:50.535405,aios_core,miller-moth (Perplexity),False
545,threshold,1.5,2026-09-09T09:49:50.535407,aios_core,miller-moth (Perplexity),False
546,threshold,1.5,2026-09-09T09:49:50.535411,aios_core,miller-moth (Perplexity),False
547,threshold,1.5,2026-09-09T09:49:50.535414,aios_core,miller-moth (Perplexity),False
548,threshold,1.5,2026-09-09T09:49:50.535416,aios_core,miller-moth (Perplexity),False
549,threshold,1.5,2026-09-09T09:49:50.535419,aios_core,miller-moth (Perplexity),False
550,threshold,2.0,2026-09-09T09:49:50.535422,aios_core,miller-moth (Perplexity),False
551,threshold,1.5,2026-09-09T09:49:50.535426,aios_core,miller-moth (Perplexity),False
552,threshold,1.5,2026-09-09T09:49:50.535429,aios_core,miller-moth (Perplexity),False
553,threshold,1.5,2026-09-09T09:49:50.535431,aios_core,miller-moth (Perplexity),False
554,threshold,1.5,2026-09-09T09:49:50.535435,aios_core,miller-moth (Perplexity),False
555,threshold,1.5,2026-09-09T09:49:50.535437,aios_core,miller-moth (Perplexity),False
556,unlocked,1.5,2026-09-09T09:49:50.535441,aios_core,miller-moth (Perplexity),False
557,unlocked,1.5,2026-09-09T09:49:50.535444,aios_core,miller-moth (Perplexity),False
558,threshold,2.0,2026-09-09T09:49:50.535446,aios_core,miller-moth (Perplexity),False
559,signal,1.5,2026-09-09T09:49:50.535449,aios_core,miller-moth (Perplexity),False
560,signal,1.0,2026-09-09T09:49:50.535453,aios_core,miller-moth (Perplexity),False
561,signal,1.5,2026-09-09T09:49:50.535456,aios_core,miller-moth (Perplexity),False
562,threshold,1.5,2026-09-09T09:49:50.535459,aios_core,miller-moth (Perplexity),False
563,threshold,1.5,2026-09-09T09:49:50.535461,aios_core,miller-moth (Perplexity),False
564,threshold,1.5,2026-09-09T09:49:50.535465,aios_core,miller-moth (Perplexity),False
565,threshold,1.5,2026-09-09T09:49:50.535467,aios_core,miller-moth (Perplexity),False
566,threshold,1.5,2026-09-09T09:49:50.535470,aios_core,miller-moth (Perplexity),False
567,threshold,1.5,2026-09-09T09:49:50.535474,aios_core,miller-moth (Perplexity),False
568,threshold,1.5,2026-09-09T09:49:50.535476,aios_core,miller-moth (Perplexity),False
569,threshold,1.5,2026-09-09T09:49:50.535480,aios_core,miller-moth (Perplexity),False
570,threshold,1.5,2026-09-09T09:49:50.535483,aios_core,miller-moth (Perplexity),False
571,threshold,1.5,2026-09-09T09:49:50.535485,aios_core,miller-moth (Perplexity),False
572,threshold,1.5,2026-09-09T09:49:50.535488,aios_core,miller-moth (Perplexity),False
573,threshold,1.5,2026-09-09T09:49:50.535492,aios_core,miller-moth (Perplexity),False
574,threshold,1.5,2026-09-09T09:49:50.535495,aios_core,miller-moth (Perplexity),False
575,threshold,1.5,2026-09-09T09:49:50.535497,aios_core,miller-moth (Perplexity),False
576,threshold,1.5,2026-09-09T09:49:50.535503,aios_core,miller-moth (Perplexity),False
577,threshold,2.0,2026-09-09T09:49:50.535506,aios_core,miller-moth (Perplexity),False
578,threshold,2.0,2026-09-09T09:49:50.535509,aios_core,miller-moth (Perplexity),False
579,threshold,2.0,2026-09-09T09:49:50.535512,aios_core,miller-moth (Perplexity),False
580,threshold,2.0,2026-09-09T09:49:50.535515,aios_core,miller-moth (Perplexity),False
581,threshold,1.5,2026-09-09T09:49:50.535518,aios_core,miller-moth (Perplexity),False
582,threshold,2.0,2026-09-09T09:49:50.535521,aios_core,miller-moth (Perplexity),False
583,threshold,2.0,2026-09-09T09:49:50.535524,aios_core,miller-moth (Perplexity),False
584,threshold,1.5,2026-09-09T09:49:50.535527,aios_core,miller-moth (Perplexity),False
585,threshold,1.5,2026-09-09T09:49:50.535530,aios_core,miller-moth (Perplexity),False
586,threshold,2.0,2026-09-09T09:49:50.535533,aios_core,miller-moth (Perplexity),False
587,threshold,2.0,2026-09-09T09:49:50.535536,aios_core,miller-moth (Perplexity),False
588,threshold,1.5,2026-09-09T09:49:50.535539,aios_core,miller-moth (Perplexity),False
589,threshold,2.0,2026-09-09T09:49:50.535542,aios_core,miller-moth (Perplexity),False
590,threshold,1.5,2026-09-09T09:49:50.535545,aios_core,miller-moth (Perplexity),False
591,threshold,1.5,2026-09-09T09:49:50.535547,aios_core,miller-moth (Perplexity),False
592,threshold,1.5,2026-09-09T09:49:50.535550,aios_core,miller-moth (Perplexity),False
593,threshold,2.0,2026-09-09T09:49:50.535553,aios_core,miller-moth (Perplexity),False
594,threshold,2.0,2026-09-09T09:49:50.535557,aios_core,miller-moth (Perplexity),False
595,threshold,2.0,2026-09-09T09:49:50.535560,aios_core,miller-moth (Perplexity),False
596,Signal,1.0,2026-09-09T09:49:50.535562,aios_core,miller-moth (Perplexity),False
597,signal,1.0,2026-09-09T09:49:50.535565,aios_core,miller-moth (Perplexity),False
598,Signal,1.0,2026-09-09T09:49:50.535568,aios_core,miller-moth (Perplexity),False
599,signal,1.0,2026-09-09T09:49:50.535571,aios_core,miller-moth (Perplexity),False
600,Signal,1.5,2026-09-09T09:49:50.535574,aios_core,miller-moth (Perplexity),False
601,threshold,1.5,2026-09-09T09:49:50.535577,aios_core,miller-moth (Perplexity),False
602,threshold,1.5,2026-09-09T09:49:50.535580,aios_core,miller-moth (Perplexity),False
603,threshold,1.5,2026-09-09T09:49:50.535583,aios_core,miller-moth (Perplexity),False
604,threshold,1.5,2026-09-09T09:49:50.535586,aios_core,miller-moth (Perplexity),False
605,threshold,1.5,2026-09-09T09:49:50.535589,aios_core,miller-moth (Perplexity),False
606,Signal,1.5,2026-09-09T09:49:50.535592,aios_core,miller-moth (Perplexity),False
607,Signal,1.0,2026-09-09T09:49:50.535601,aios_core,miller-moth (Perplexity),False
608,threshold,1.5,2026-09-09T09:49:50.535604,aios_core,miller-moth (Perplexity),False
609,threshold,1.5,2026-09-09T09:49:50.535607,aios_core,miller-moth (Perplexity),False
610,threshold,1.5,2026-09-09T09:49:50.535610,aios_core,miller-moth (Perplexity),False
611,threshold,1.5,2026-09-09T09:49:50.535613,aios_core,miller-moth (Perplexity),False
612,threshold,1.5,2026-09-09T09:49:50.535616,aios_core,miller-moth (Perplexity),False
613,threshold,2.0,2026-09-09T09:49:50.535619,aios_core,miller-moth (Perplexity),False
614,threshold,2.0,2026-09-09T09:49:50.535622,aios_core,miller-moth (Perplexity),False
615,threshold,2.0,2026-09-09T09:49:50.535625,aios_core,miller-moth (Perplexity),False
616,threshold,2.0,2026-09-09T09:49:50.535629,aios_core,miller-moth (Perplexity),False
617,threshold,1.5,2026-09-09T09:49:50.535633,aios_core,miller-moth (Perplexity),False
618,threshold,2.0,2026-09-09T09:49:50.535636,aios_core,miller-moth (Perplexity),False
619,threshold,2.0,2026-09-09T09:49:50.535639,aios_core,miller-moth (Perplexity),False
620,threshold,2.0,2026-09-09T09:49:50.535642,aios_core,miller-moth (Perplexity),False
